tx_id,date,time,sender_acc_number,beneficiary_iban,amount,fee_type,catch
1c263045-fc7c-49d8-bfe2-c0b8316d142f,2026-06-12,11:53:45,959723448236/5432,DE59280615014512756930,83,OUR,False
7b6ba9d6-8c09-4883-ae89-8a8cda28a613,2026-06-12,13:20:19,911160913859/5432,HR2323900010562707127,423,SHA,False
2be3c054-c3eb-4213-a9b6-1f50763929ba,2026-06-12,09:24:43,840942054155/5432,NL83BOTK1524822781,329,OUR,False
d457a7d6-5b43-4c49-abee-f3b266b3a801,2026-06-12,15:52:34,415664294745/5432,MC203000339611PT2JKL3WKUI79,438,SHA,False
97aa9e4f-49fc-41ef-9c79-659c4420963e,2026-06-12,10:43:40,795526329917/5432,AD2300063799SQND564PY8UM,292,BEN,False
15be4a0c-1364-4a8b-bdf4-188591028a68,2026-06-12,13:44:36,830178201309/5432,PT50003822296873184476282,214,OUR,False
5200c0c3-75bd-4871-aa10-7e6415d599da,2026-06-12,09:23:25,179381693479/5432,AE880242147882291187032,197,OUR,False
2e0fafa8-2a4f-4467-bd4f-86e11e84f654,2026-06-12,12:44:15,134726979219/5432,NO5950601048563,184,SHA,False
e8dc33c9-1767-49cc-88b8-32389ddac191,2026-06-12,12:53:24,158263869476/5432,BG10BUIN2202066P7LR3DY,102,BEN,False
751f1e93-d798-49f1-9217-947c355a4b24,2026-06-12,15:40:01,788473058286/5432,SE6692382134206298665859,127,SHA,False
c60a91b7-3278-4032-b874-255a46270c38,2026-06-12,13:58:03,251776195392/5432,MD64QWT4YN7UF2OAJCP77N3F,433,BEN,False
b5568aa5-71e1-4049-9f36-495feb9fe423,2026-06-12,09:58:52,556227930598/5432,NO7097503470296,400,SHA,False
f103e94c-64ee-4568-91c7-e81cf5def793,2026-06-12,08:13:07,296819013819/5432,GR627012861AENKGGW4J26MZDRI,439,SHA,False
6334c1d8-c27e-4ac1-8f43-baf0a81fe5b6,2026-06-12,08:35:19,159502123661/5432,FI5585591485474809,110,SHA,False
4781b1ff-1e6c-416e-bd04-1bc761cdc0e6,2026-06-12,10:59:25,716353837448/5432,TR06001320P9WDBIPCNCEFOLSG,74,OUR,False
c3dd7c10-436d-4670-b434-ee02a73fe9a5,2026-06-12,12:46:14,611844443969/5432,EE861211400472886603,88,BEN,False
c97dda76-4f22-4df2-9946-5bff8d235955,2026-06-12,09:02:36,116040312891/5432,RO85TREZMGI8Z5B8JATDEI2U,388,SHA,False
4d8b49be-878b-4a53-8a2a-30037ea1609b,2026-06-12,12:05:34,524789275068/5432,IT87R0366665893AYW3ZHEW3TGI,509,OUR,True
1eb5ffc1-18d7-4b3d-bd88-fc6ddff99d68,2026-06-12,14:28:31,869035500890/5432,AE420452244689841292342,466,SHA,True
42b363e6-6f6d-447f-9984-d9322b33bfe6,2026-06-12,12:43:49,888722526779/5432,KZ80948HHS79GQYSK818,207,BEN,False
586f29d2-c5f4-4b92-b0ae-aec06d1a82ef,2026-06-12,13:28:22,664493965329/5432,IE10USBK48511210972031,464,SHA,False
2a82e68f-9150-4792-b4e6-3479b1825f4a,2026-06-12,09:02:51,994676079273/5432,BG49UBBS779871NCQKXAIU,385,BEN,False
cd5fa13c-39cb-4111-90c2-c591a13d918b,2026-06-12,13:17:40,563462308854/5432,IE94HEIN81571336580812,280,SHA,False
da44703c-c4cd-431d-a37a-4ace580efe78,2026-06-12,15:50:01,713805629097/5432,HR5223600002492838130,187,OUR,False
19aa952f-c10c-46ed-8346-42cd73e03d7e,2026-06-12,15:56:27,425508244053/5432,FR133000425577DS1QWG8ZQFU08,106,OUR,False
d26e89bf-3a68-4dc3-9362-772084631b09,2026-06-12,09:55:46,528508251855/5432,CZ4679707235364921634047,230,SHA,False
d7aaa884-1834-42f7-8d46-890ebce90927,2026-06-12,22:04:51,838672123676/5432,BA905677155869098362,407,BEN,True
04f1ef34-9225-4b37-bc5d-e808b52b8047,2026-06-12,15:29:07,158503599360/5432,GR041217409GAYLHVEORBHWMCLZ,273,SHA,False
5460c631-52cd-482d-9a31-779c7dd651a0,2026-06-12,08:50:42,441250674589/5432,RO65BRMAXHQRA0SPBT2GYJJQ,101,BEN,False
7b549d8b-1b46-479d-ae7f-31d8d2173632,2026-06-12,17:10:57,959527838385/5432,BG31INGB019291PNMPWT5H,103,OUR,True
fa32bb20-9fdf-40fc-92fe-d7de6245d66f,2026-06-12,12:46:49,790277207694/5432,FR271358066380V0K8ZSNJFOH58,64,BEN,False
6298ee1a-f050-45c9-8dce-2b3dac21dd77,2026-06-12,12:46:19,223660841267/5432,BG08CEDE938343E2GIWD2J,413,BEN,False
7c36d1e1-cdf4-4d60-8a7e-8bb999313120,2026-06-12,08:47:57,793318348092/5432,CH7908666UGTBPPV50EOY,204,OUR,True
54c3c4e7-5705-49d2-99f6-19c81fb9521b,2026-06-12,09:57:58,407819862210/5432,LI6330174OCLF9B5SOSKE,123,SHA,False
3450d475-494e-42cc-bebf-69f9cc32d7b2,2026-06-12,17:46:49,881768318451/5432,UA313282091BAGZZBTJIFM16ARHHJ,335,SHA,True
7ad95492-cf8f-4112-a852-abf637fad8af,2026-06-12,09:54:31,532325034291/5432,SK9083308732059464246515,382,SHA,False
e434ccae-ed06-4020-8167-d88cd94006e5,2026-06-12,09:01:48,580895302712/5432,GE39BS5820334773929862,174,BEN,False
3679642a-d982-4794-9635-59474e265f11,2026-06-12,15:59:21,152408772208/5432,AT083407576981600402,324,BEN,False
f702d43f-eda2-4a23-aa0f-8840c479587d,2026-06-12,12:01:47,880848364050/5432,IS930392057056910683542154,422,SHA,False
ec20c9f0-5145-438c-b7a4-968c7c68773a,2026-06-12,15:15:50,260437165143/5432,GE90KS4123588855368248,313,SHA,False
907cb5f7-45d2-4df3-b30f-a42cc0903b3b,2026-06-12,11:59:27,932140542700/5432,DK7934285190910672,299,BEN,False
9c14dfa6-89bb-4001-bd81-043aedad7016,2026-06-12,12:01:04,288326036413/5432,PT50023826983482044937875,312,OUR,False
0235dd3a-65c6-4b41-a9a0-540c256ad350,2026-06-12,11:41:06,928526889795/5432,IL150205908894138481482,184,SHA,False
5c018e9c-5c58-4027-b847-c6b2e4a2055d,2026-06-12,15:40:23,662077344423/5432,IL660209903899433976220,367,OUR,True
d666957c-88de-4a61-b77b-6ade819697dd,2026-06-12,09:00:25,582909444483/5432,SE3092305309453620289013,367,BEN,False
c9ee95b7-5ff9-45f0-b234-577fb24e69b6,2026-06-12,11:48:41,934636953591/5432,KZ155644IJOH4SPDZB9A,498,BEN,False
f3a4d85c-9434-41ff-a263-510193b613b5,2026-06-12,08:24:45,584702924309/5432,CR12012517767832507154,126,OUR,False
a6b45eb8-20c1-4497-a276-87ff283c54c7,2026-06-12,12:28:56,189491964913/5432,AE620521761577191110949,409,OUR,False
4c5cb7d8-7e7e-4ebd-b8a5-cbed18c342c7,2026-06-12,12:52:28,989339700476/5432,IS930729326710707251304435,112,BEN,False
a4d1f4ac-658a-4a45-9869-bf5ca206251c,2026-06-12,12:26:22,437537597740/5432,AT102070246126679890,269,OUR,False
83a6a755-aa3b-4cf9-a4d6-7de1a5beecbd,2026-06-12,14:41:06,940792989608/5432,DK0485025810744141,149,BEN,False
111aa295-6e64-4657-af5c-d208fe57c7d3,2026-06-12,13:45:26,882471239609/5432,DK9259533664232723,105,OUR,False
30935bdf-ea5a-40c2-b9f7-c7bcecc4e0fe,2026-06-12,09:29:53,311292028290/5432,AT823636892648469564,316,SHA,False
f278dc94-900b-4845-800d-219c6306ccff,2026-06-12,10:58:47,812025270293/5432,CH32063636DGJKLUPYPBJ,252,SHA,False
34fc65e1-ca97-44c8-84b0-f196241b07f2,2026-06-12,17:30:30,282485982725/5432,ES4820324846430693427668,346,SHA,True
6ba41c27-243a-41d4-b1f0-8336e4722518,2026-06-12,09:56:15,203485471757/5432,BA235688067724583553,312,SHA,False
2014a029-6233-4b75-95aa-c326c3b1e0ed,2026-06-12,12:08:14,450534170686/5432,UA673133996BX18JHAFUIWJD0ALUR,455,SHA,False
2dab3985-a5ad-4499-b036-378091e5646c,2026-06-12,15:02:41,457911497291/5432,AD1900048966P6YRRI23CBHN,329,BEN,False
85bad870-f042-4e8d-a22f-ef8106221182,2026-06-12,10:25:10,732926591671/5432,BG38CEDE0590526EKY46O3,119,OUR,False
1df4ddd6-094d-4bcd-9c88-6673714954b6,2026-06-12,13:07:56,363972695370/5432,RS35295204252547644993,128,OUR,False
b5ba3aa9-34d8-412b-92c2-499449c7c890,2026-06-12,10:10:10,318266700106/5432,LI42301758KJMHXAGQZOD,189,BEN,False
0f1db1eb-f209-4592-9bd0-055cc5fe5871,2026-06-12,14:03:18,349632929876/5432,LU71060G8MFZJFEPOW2B,212,OUR,False
d8e335bb-7cc3-4abf-854f-8ae1cc8c1c55,2026-06-12,12:56:40,685544896437/5432,NL80MHCB5869582534,462,OUR,False
72c822c3-8568-4420-8cdf-7f8a03a5c2e5,2026-06-12,08:22:33,476853495422/5432,IE33CHAS14478345164521,314,SHA,False
17d1904a-bc39-44f4-8c14-28290584b718,2026-06-12,09:04:11,991191903971/5432,BE76836324881895,305,BEN,False
06b7c4e1-c824-487b-83ba-5a9e56180b58,2026-06-12,10:58:13,237835363547/5432,MD56TIGRKYTXHJBHUA9YJQES,450,BEN,False
44d2b4a8-8439-4e8f-8e27-f8dcc2eee96d,2026-06-12,11:55:35,311596493122/5432,SA87675P2YYVZDJXZ91MFGDC,489,SHA,False
6c7de3b0-5ce2-4062-94d9-5753df4994af,2026-06-12,11:01:39,747461338455/5432,HU63721372944068547424673399,148,SHA,False
26ab75dd-6f5f-428c-8c0c-61652d653e2b,2026-06-12,14:47:41,174373420293/5432,GB26BOFA04018651816506,495,OUR,True
3f7cfbaf-ecc6-467f-b7db-afd0a17e6482,2026-06-12,10:43:55,120075245520/5432,BA221410180998893416,234,SHA,False
84e496d7-7cbe-4d7e-83b9-165c7effeb7a,2026-06-12,15:56:09,215525015467/5432,SE6396486883491662752416,405,OUR,False
e4e2dd57-7309-4c28-8dec-b264c690b565,2026-06-12,14:04:37,654138371459/5432,SE3095837812284052682397,148,SHA,False
a4aa32a6-e431-4122-a6b3-234cadaf7c8e,2026-06-12,14:51:22,659218504049/5432,RO32CRDZG8D4BGJKPFWEWUJ1,398,OUR,False
c1c18282-0d92-43e0-af32-0d42f6cc9456,2026-06-12,15:55:35,490907080603/5432,GB42PNBP03431634837289,66,BEN,False
8793f9de-38db-477e-a1a2-ec0eee9fe1a3,2026-06-12,11:22:48,634149890769/5432,BA675679212376316562,378,BEN,False
0043c9ae-d2bb-42d8-9005-9968412f8629,2026-06-12,11:53:25,941068255379/5432,IS220765426495249390894430,514,BEN,True
9e89f3fe-a243-4ef1-bfa3-2cb7affe3a3f,2026-06-12,14:56:11,279501201573/5432,TR65001380QTIBAFFZUNRRL8JD,64,OUR,False
b71d8643-03d4-4a93-907c-f016a16f1cda,2026-06-12,11:16:17,123767104838/5432,DE53870000000899614010,464,BEN,False
6a66bc6c-bc07-4034-92d4-26be06595093,2026-06-12,12:19:16,862256767108/5432,PT50023692441154224013505,161,OUR,False
7fb6c342-c90b-42a2-bd33-82d841627df6,2026-06-12,14:19:50,482478617630/5432,GB69PRTC52115397552341,177,BEN,False
2fe5bf02-5b5b-43c2-b4b2-906a7d099c8c,2026-06-12,13:16:30,227696613688/5432,HR4124920084342639924,426,OUR,False
1b8f3e0b-cf8d-40cb-af77-bd12be06084e,2026-06-12,18:56:14,790777811111/5432,SA50498WU9TKUQXMQX2N77IN,205,OUR,True
7a4f2233-6356-4b05-b82f-7e98334f4a2e,2026-06-12,11:44:48,641153765741/5432,GE60IS7287257986473205,312,SHA,False
0b680de9-f1e7-465a-90e6-c5a6d15dea6a,2026-06-12,13:53:26,146429290865/5432,DK6744356481868786,489,BEN,False
54d56715-d08e-4473-8242-7924f9e2928e,2026-06-12,12:38:01,913754605596/5432,NL22ISAE1848859767,214,OUR,False
ba85ec23-d2fe-49fe-9322-7e2a196e07bf,2026-06-12,08:48:13,785449647360/5432,LT393006101194985893,172,BEN,False
e535a9ff-a051-490e-9ac3-865ddf2ecb24,2026-06-12,15:48:25,659193283684/5432,CY5967806567VP4JWG5C4MXQNMSW,410,OUR,False
d113ec47-0a51-4684-b26e-ae8e15d40ad4,2026-06-12,15:46:48,556770575841/5432,EE777756860767806443,256,BEN,False
02bbf0cf-28b6-4f6f-b045-a2ca5cb634c1,2026-06-12,11:44:14,169695651716/5432,NL65BNDA5686447070,228,SHA,False
bbcf0613-19cc-425c-8b7a-4701ebc31c64,2026-06-12,14:23:53,119557806983/5432,CR75010066305651211016,190,OUR,False
fed3d891-2394-4d1c-afe3-b92f1fd41cb4,2026-06-12,10:07:05,187449087935/5432,AD8700065934XPDY9TA0IISK,267,SHA,False
f7f30f91-a1ec-4ea3-bbea-32297a19534c,2026-06-12,09:20:44,360151870020/5432,CH9308755LHCG0FMPPEKO,255,SHA,False
24b9092f-2f47-4a5d-b43e-65df8c4624da,2026-06-12,17:12:42,238904713170/5432,RS35365468490459349387,177,BEN,True
3d665858-fceb-4250-9843-6405a83c1c69,2026-06-12,12:33:26,681496234518/5432,CZ8980307827404630518374,369,BEN,False
ff30579d-0f4f-4445-944d-13446fee235e,2026-06-12,13:21:38,707245966393/5432,RO07BLOMI5NUCDFXQGLENMG5,285,BEN,False
187cd93a-9cc0-4365-a29f-5c080cb5246e,2026-06-12,14:36:17,943544221113/5432,IE88UNCR19177141859305,194,OUR,False
a52b8ef1-6220-4f2b-bfb2-fda4bba28254,2026-06-12,09:07:05,687488904773/5432,LU17151K2G4GQXRXPZLW,514,OUR,False
5bb3ac93-0c79-43da-ab71-62cec5fccf19,2026-06-12,11:09:16,646823814000/5432,CR70081469893227989555,331,SHA,False
e695463e-4448-4676-8961-d8a1086b58b1,2026-06-12,09:48:30,576068222823/5432,BA161944667377384943,409,SHA,False
c203bffc-b158-474c-abda-e05d2b429533,2026-06-12,08:50:05,442742023674/5432,LT593150039234959476,304,SHA,False
3b24acb9-05ce-4b5b-9404-9b84f4739bf8,2026-06-12,12:53:01,122751037211/5432,BE73342919779860,308,SHA,False
fd44903e-7ef1-4584-935f-d379e4ede483,2026-06-12,12:57:09,237693674043/5432,CZ4962008162064747339025,228,BEN,False
6814174d-9c48-41c1-a91e-a976787028ad,2026-06-12,21:01:46,419313597888/5432,MD22ARG9LE2QUYNM2ENBT14A,268,BEN,True
c7c8705c-e7de-4802-92f7-3ed2de559eb5,2026-06-12,12:35:47,223050672231/5432,FI1183753071566537,359,OUR,False
8273ef10-2cbc-4a98-85bd-7275eb9c1862,2026-06-12,12:03:50,803148702894/5432,LI7730291CD8TCIJM6NE6,249,SHA,False
1227576a-d0e8-493e-95fc-d3ba946020cc,2026-06-12,14:50:23,873505917266/5432,SE1294689195225434308880,92,OUR,False
9f4f47a8-a3d0-426d-972b-9428f1e781db,2026-06-12,20:05:12,444622421769/5432,PL07267000010026093115362432,462,BEN,True
ecc858ed-a641-4ab6-8ea3-dd300a428d94,2026-06-12,10:52:50,168169966354/5432,LV16RGNSRHYTCIMPAXZSU,102,BEN,False
4d7d4d4b-064f-4ea8-a904-ad32de9c84e5,2026-06-12,13:19:31,942513183328/5432,MC383000347274NUAJZCIHXPB73,423,OUR,False
f4e8012b-2d8e-428a-8ad8-939fca63114b,2026-06-12,09:08:19,316453730066/5432,RS35385959028713641926,86,OUR,False
0337c161-07cc-4d77-a659-ab6ab6a54fce,2026-06-12,09:57:35,285691095986/5432,SA6062AEBXHZWXBEXWUUAQWW,204,SHA,False
d3d945eb-55c3-47de-bedf-05f1334468a1,2026-06-12,15:13:27,687594642410/5432,NO4116747873414,103,OUR,False
9cf5cfe2-b907-4354-bf84-2b1800d0ccf6,2026-06-12,11:26:43,949813883389/5432,HU51503802698823689905366743,444,BEN,False
83c58912-c9cc-4982-9a59-a22971f1b63f,2026-06-12,09:25:03,550519325032/5432,ME25560874617729189297,301,SHA,False
27d21bbd-b590-42fb-a616-ccb2acad2326,2026-06-12,12:13:31,683848116094/5432,FR553000450369EO7KYABKEPG67,451,BEN,False
098126ad-24fd-4c4c-8f3d-3721783519f3,2026-06-12,15:03:22,479429584496/5432,SI56022306133093934,282,SHA,False
21cac5fb-4553-4fb5-9911-35e96acd58cf,2026-06-12,11:50:24,448671795060/5432,DE41384500008315249068,293,BEN,False
ea7f42f1-c062-4f7a-9076-fe3c2d0a34de,2026-06-12,08:19:25,209152499133/5432,TR320014200UPWD28RGLM8XPML,209,OUR,False
af2aa0ea-c335-4b4a-82bf-9d8b75beca81,2026-06-12,13:59:27,570896843008/5432,LT793008096950286316,383,SHA,False
51f3dcd7-ef89-4087-b6e8-7dc78d1a0726,2026-06-12,10:58:43,129268751765/5432,IL310208771605491309627,422,BEN,False
b9f042ed-8cde-4126-9eda-15fdebeafc3a,2026-06-12,13:55:28,350038355854/5432,RO93ARBLY5JRTBCDVHMEG4OW,481,SHA,True
7cabef9c-16e5-461b-ae6f-1467d01491f4,2026-06-12,23:41:01,464656924393/5432,CR93084119102397933556,275,OUR,True
06f832a0-8390-420e-a087-414c4e67b78f,2026-06-12,10:36:22,804154833197/5432,SE6192808202196394456730,395,BEN,True
489fd9b6-7f8f-4c40-9e13-ecd3132b7875,2026-06-12,14:47:40,459969458425/5432,HU59144607069492455915245575,483,SHA,False
e9a3b901-ef7d-42ca-aea7-732c788a9d6e,2026-06-12,11:27:36,992794905854/5432,GB95DEUT98812577381629,387,SHA,False
dd04414d-ad2b-4dbb-8332-8844c695d2fb,2026-06-12,13:26:56,309306640515/5432,DK4347758907594511,365,SHA,False
a1a283f0-9702-484b-901a-2f14538f014e,2026-06-12,10:54:28,932856674104/5432,SA2182MXBB3COXXE1UMRNUBT,268,BEN,False
7ed16371-9d16-4283-9d82-787ffd5142fc,2026-06-12,13:40:24,887719634821/5432,IS810595051666762338959276,273,SHA,False
9d5676ea-5fd0-46e1-aeb1-59c92ab86b6b,2026-06-12,18:42:22,643524441408/5432,FI2243270040792499,327,SHA,True
5f763a1c-549c-4d14-9e57-21ce8066e29d,2026-06-12,09:44:09,738447233694/5432,BE44070721647245,286,BEN,False
52c2bfc1-9232-46ca-a38e-aa1935797c0e,2026-06-12,12:40:43,610829602237/5432,SK7499508914114159876948,504,BEN,False
d24a483e-b106-4fe4-a289-a2fa68f9dee1,2026-06-12,14:24:47,360998968721/5432,LT313430079432653706,225,SHA,True
87eda965-e8fc-407d-994c-b914b2f05377,2026-06-12,08:00:16,359614359115/5432,IE46BARC49838919415425,459,BEN,False
05341912-9222-4c84-b279-732668d53c3c,2026-06-12,10:29:00,592417443870/5432,FR1430077285597HNG8PB3HKQ12,505,BEN,False
d4e3bca9-b6f2-4aaa-a3df-69419859cf16,2026-06-12,12:55:29,114438888950/5432,LT633003555771510045,438,SHA,False
a150fa5f-4ddc-4c48-9357-0e37f0c4b7e6,2026-06-12,14:41:18,885432828887/5432,CZ2227001851072905919709,286,SHA,False
c6a35e3a-483f-4853-ad2b-982874068ed0,2026-06-12,11:55:25,530651549259/5432,NL20FXBB4440490204,78,SHA,False
5d8c8b6f-802a-438d-af51-f52fca01b4fc,2026-06-12,13:44:24,685916864987/5432,CZ5982208028571497694235,343,BEN,False
0caa6e63-11cb-45ab-9539-e1b8015507e5,2026-06-12,15:47:19,932466203150/5432,TR71000920DTTBTXTIWTDJOAWD,244,OUR,False
9681a9f3-921e-431e-8f0c-da1533ac652b,2026-06-12,11:06:38,995379449129/5432,AD85000199181JRVNGNOJJKD,469,BEN,False
9f5a39d7-009d-4d59-a954-61b599d463bd,2026-06-12,10:18:43,828088682676/5432,CH9708701GPPX3NLPXYYF,114,SHA,False
e90652a7-e88c-4fd6-9a3c-b0a13e4490a0,2026-06-12,08:25:23,238583913241/5432,LT543130027147568533,359,BEN,False
abf4f0ab-b398-40fd-9b8c-57fb1c4d7cb3,2026-06-12,11:39:55,495490993060/5432,AE360124504813632614088,269,OUR,False
3a322323-ecb7-4468-8ccc-fec82919db16,2026-06-12,10:51:20,109193173647/5432,LI67088063I4GS7F9QPM7,418,OUR,False
13427ad0-ea8f-4fcc-9397-be5a9ee0f72a,2026-06-12,14:07:10,302197798520/5432,IE24ULSB39602024511319,258,BEN,False
b72ec61d-0bed-407a-839d-d9dde8f26f56,2026-06-12,10:41:11,521696471893/5432,SK2856001792528763516384,452,BEN,False
f80084b8-3918-4c36-86d9-44c7069df286,2026-06-12,12:36:15,292458022518/5432,HU50632315018635032370838917,97,SHA,False
ee7203ba-4eda-45f9-bd24-b25aa0b0f8bd,2026-06-12,12:04:48,421073672689/5432,CR19011408232848399234,232,BEN,False
9e16fc0b-5292-48dc-b339-3656ffe2a69d,2026-06-12,10:11:15,867939074547/5432,SI56020825243734958,354,BEN,True
c936dd55-d6cf-434d-af26-2a104ad26510,2026-06-12,11:22:48,684036791457/5432,LI0308803JN0VMEC88YKH,472,BEN,False
69302dc7-d347-42f1-a285-1966d9e81889,2026-06-12,11:57:53,589194110410/5432,TR16001430GDWLNMLOCTGZK1RF,341,BEN,False
2c6d6167-3c56-49cf-ae2a-2bc13e9b4e1f,2026-06-12,08:59:15,403381877514/5432,BE51461602083362,66,BEN,False
94fd6030-9b38-46ae-bf81-f23b38dcbd3b,2026-06-12,22:37:45,349542383511/5432,LT825014916189768583,232,SHA,True
511f853b-489f-47c0-a9ad-520f1f9b64dd,2026-06-12,17:33:47,429939507128/5432,AD7000076751PFJKRM8VC0UN,316,BEN,True
7e7401ad-14ac-4830-b101-6cecb4f5f5b7,2026-06-12,15:06:03,962610947426/5432,HU44546989203256632951692003,107,OUR,False
33426d8e-84e3-40ea-9978-fe0f92961ab1,2026-06-12,10:48:20,578850269604/5432,AD2700038755DOY8E3LCN7F6,497,BEN,False
6c27c699-7d15-4d46-ba9d-053c9b49763b,2026-06-12,14:17:05,235679453882/5432,SE1697066657342957248332,462,OUR,False
484ca4cb-c3f2-4fb9-8543-601f1b449cf5,2026-06-12,08:22:33,928391506397/5432,TR820006007Q6AOL3CZXQOBHVB,98,BEN,False
4dd68353-7787-44e1-9d4a-468636260564,2026-06-12,13:36:55,972062653128/5432,HR9724850031568721051,366,SHA,False
55676859-0804-42f9-9474-6fea20f11916,2026-06-12,14:40:17,788789323219/5432,SI56076029715781010,205,SHA,False
eaa82a12-e0c6-475a-baa3-3d2743ee9237,2026-06-12,08:52:28,301445365656/5432,BE48413449456227,237,SHA,False
d44fee9d-0885-4c75-8e8e-9683c361f69b,2026-06-12,18:17:10,589878189652/5432,KZ04246ZPDUHYVJD49IY,328,SHA,True
ecb38b93-8aa2-4cdd-8b72-6c06f19441e5,2026-06-12,11:19:21,870875934268/5432,BG44IABG193173FEI6SRWE,515,BEN,False
c5d44fad-1214-4a1b-957c-25418a0aea74,2026-06-12,10:11:38,204474045168/5432,HR6324080023669646352,154,OUR,False
10dbc713-5a7f-4d00-ad62-d6ac7f3d5e09,2026-06-12,15:27:28,339978885893/5432,CH9730262KK4XFS1H8APW,119,SHA,False
74c65cf4-8189-4aac-9e7c-0412799cc1c7,2026-06-12,09:58:26,251431144185/5432,LI67301752UD3M9CTGWON,162,SHA,True
706c15c2-1c01-4224-a6c5-590e9e1c1131,2026-06-12,12:51:53,499698435718/5432,FR872459956362GGPNGNNKYUF56,180,BEN,False
25bbf0f2-2c4f-41f3-8cbd-436448991b67,2026-06-12,10:41:09,557198395571/5432,FI4151589002854008,460,BEN,False
fa8c090a-ebbd-418f-9eca-d377d25743bb,2026-06-12,09:15:46,110744385822/5432,SK4583705293912158819654,231,SHA,False
74a5c160-8805-4e0e-9f28-471ce9e2baeb,2026-06-12,13:49:12,878979673903/5432,SI56013971827372748,294,OUR,False
7844cf66-8b8e-41e2-b86e-ba4d0e99a983,2026-06-12,11:16:15,749919230081/5432,BE52951471293709,85,SHA,False
a7be2ee6-f811-4c75-839e-ea290f6bce93,2026-06-12,11:13:08,344011875976/5432,GB43COUT74262471610441,341,BEN,False
560ffc66-23db-4c9c-9891-1a471a0c3261,2026-06-12,23:21:07,113501457939/5432,SI56031175230446168,170,BEN,True
f013850a-e920-42f2-a577-05a6a30d0871,2026-06-12,10:00:35,829051604873/5432,LU74123YWO1IYQXO4EBO,443,OUR,True
e725b271-a8b1-4545-8583-3ca2526fe170,2026-06-12,10:45:24,218655823588/5432,BA120000931024831970,357,OUR,True
56ef9e52-66c0-4a49-a67f-19df22747a12,2026-06-12,12:22:37,277768147180/5432,LV06LATCKAHSKSUNNT7HU,342,OUR,False
500173e6-9ba5-4cc2-bed5-c9feedae2155,2026-06-12,15:56:37,551072323055/5432,CH1780691HAQZQUIDCRQH,298,SHA,False
24323681-4ada-43d7-8718-a773434ebac5,2026-06-12,11:05:08,683938276177/5432,BG47INTF986318YWAXLWFQ,415,BEN,False
b26cf366-42c3-4285-9939-fe8b92b23c8c,2026-06-12,13:45:45,811253530888/5432,NL10SBOS0721280438,362,SHA,False
1f2939f4-ec22-4216-8616-72da05ffb9c8,2026-06-12,13:49:58,721841173854/5432,KZ69907UPSE4CUB8CF7R,378,OUR,True
5123670c-5ee5-41c9-bba2-b77c07597e41,2026-06-12,15:12:37,615083433708/5432,HU68142640833842612867737519,447,OUR,False
e4e2b0bc-47a6-4783-bde3-94b35aa7ec90,2026-06-12,12:06:51,767531365864/5432,EE215587932331975568,437,SHA,False
7f467fbb-7c37-4a3d-b2b3-63e69600932e,2026-06-12,11:45:28,953469852415/5432,FR901380700311TITZP8TZBUB16,270,SHA,False
e255e427-3e47-442f-9b1b-b5b9a0346832,2026-06-12,09:59:05,978973538522/5432,SK6320702168892603580882,86,SHA,False
c9dfbfb4-cb6d-4850-9b1e-cbc160d011b8,2026-06-12,13:25:24,162006293212/5432,AD2600017988UMSCNJ6O6PJI,145,OUR,False
416eaa6b-f19f-4312-8c1b-d44cf9a0237d,2026-06-12,12:21:00,462554403881/5432,IS580111063102677298874540,135,OUR,False
7cfcdc17-f283-45ff-9051-71359424eb6d,2026-06-12,19:39:24,457243133326/5432,HR7124080027744044878,185,OUR,True
b6337973-21a8-4dca-9cdd-c27ece44e08c,2026-06-12,09:32:52,948397468893/5432,IL150208508898065079777,259,SHA,False
c1d93a4e-1a2e-47f9-b464-6087e2c06ac2,2026-06-12,11:55:54,211992655175/5432,IT31B0329982144ADYJ1JG4KJPM,318,SHA,False
a7586a33-b4c5-4ae7-a9df-2ce290187c05,2026-06-12,12:13:11,279465172679/5432,LU03365OOETJ67SQ2U7T,77,BEN,False
ee8c6dca-715f-4b77-996f-163eedd15118,2026-06-12,13:28:48,595522842043/5432,DK8171462841231993,363,OUR,True
42005f8f-ca94-4600-a285-d1766c6eaea2,2026-06-12,13:28:09,895936025551/5432,LU45197JGRJHVEG4C0IZ,161,BEN,False
c74ff584-5b2f-4d06-82ee-46fa0e202ce7,2026-06-12,08:56:11,490333786700/5432,BE64470841080152,348,OUR,True
e45c3a8a-2a8c-4a5d-9559-6873c9037daa,2026-06-12,14:10:33,909878314009/5432,SK6080509061288436712161,415,BEN,False
4874756b-0efa-49de-a9e0-419c16415511,2026-06-12,21:49:14,890151039871/5432,NL46BCIT2254127325,282,BEN,True
261e6374-f726-41fd-ae69-a16b8287a8fb,2026-06-12,14:58:58,673871751371/5432,ME25540357420359445359,480,SHA,False
9cc5139b-8e42-4adb-8dc5-0fb1c8303d07,2026-06-12,08:10:08,933868010739/5432,MC283000358184ADERYDDKXRB26,477,SHA,False
c3775a5b-4c6f-4a7c-ae47-0d520e5e8da9,2026-06-12,11:01:53,550986937437/5432,IE42REVO04010810022156,377,SHA,False
0fe8f450-4546-4d4b-b102-5622bee6bbfc,2026-06-12,12:24:05,984831815802/5432,HR0423400094490990741,137,SHA,False
